	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj																																
TIGR04221	10.98104756	0.56941073	1.284266847	0.443374157	0.657495125	0.999533006	NA	NA	SecA2_Mycobac	"accessory Sec system translocase SecA2, Actinobacterial type"	secA2	NA	Members of this family are the SecA2 subunit of the Mycobacterial type of accessory secretory system. This family is quite different SecA2 of the Staph/Strep type (TIGR03714).																									
TIGR00465	6.892455775	0.150820262	1.617017485	0.093270644	0.925688553	0.999533006	Amino acid biosynthesis	Pyruvate family	ilvC	ketol-acid reductoisomerase	ilvC	1.1.1.86	This is																									
TIGR00757	6.004556582	-3.571026449	2.421683983	-1.474604645	0.140318866	0.999533006	Transcription	Degradation of RNA	RNaseEG	"ribonuclease, Rne/Rng family"	NA	3.1.4.-	"This model describes ribonuclease G (formerly CafA, cytoplasmic axial filament protein A), the N-terminal domain of ribonuclease E in which ribonuclease activity resides, and related proteins. In E. coli, both RNase E and RNase G have been shown to play a role in the maturation of the 5 end of 16S RNA.
CC"																									
TIGR01841	3.717741105	2.875552888	1.960673508	1.466614853	0.142480857	0.999533006	NA	NA	phasin	phasin family protein	NA	NA	"This HMM describes a family of small proteins found associated with inclusions in bacterial cells. Most associate with polyhydroxyalkanoate (PHA) inclusions, the most common of which consist of polyhydroxybutyrate (PHB). These are designated granule-associate proteins or phasins; the member from Rhodospirillum rubrum is an activator of polyhydroxybutyrate (PHB) degradation. However, the member from Magnetospirillum sp. AMB-1 is called a magnetic particle membrane-specific GTPase."																									
TIGR02314	6.773295132	-3.672510619	2.414418314	-1.521074703	0.128241092	0.999533006	NA	NA	ABC_MetN	"D-methionine ABC transporter, ATP-binding protein"	metN	3.6.3.-	Members of this family are the ATP-binding protein of the D-methionine ABC transporter complex. Known members belong to the Proteobacteria.																									
TIGR01387	5.791942866	-3.38777436	2.447684687	-1.384073029	0.166336094	0.999533006	Regulatory functions	DNA interactions	cztR_silR_copR	heavy metal response regulator	NA	NA	Members of this family contain a response regulator receiver domain (Pfam:PF00072) and an associated transcriptional regulatory region (Pfam:PF00486). This group is separated phylogenetically from related proteins with similar architecture and contains a number of proteins associated with heavy metal resistance efflux systems																									
TIGR01292	15.80304179	0.739143615	1.021483799	0.723597981	0.469312581	0.999533006	Energy metabolism	Electron transport	TRX_reduct	thioredoxin-disulfide reductase	trxB	1.8.1.9	"This HMM describes thioredoxin-disulfide reductase, a member of the pyridine nucleotide-disulphide oxidoreductases (PFAM:PF00070)."																									
TIGR01346	6.961393119	0.108833635	1.573639382	0.069160467	0.94486189	0.999533006	Energy metabolism	TCA cycle	isocit_lyase	isocitrate lyase	aceA	4.1.3.1	"Isocitrate lyase and malate synthase are the enzymes of the glyoxylate shunt, a pathway associated with the TCA cycle."																									
TIGR00500	7.802643825	-1.283992061	1.833613405	-0.700252331	0.483769736	0.999533006	Protein fate	Protein modification and repair	met_pdase_I	"methionine aminopeptidase, type I"	map	3.4.11.18	Methionine aminopeptidase is a cobalt-binding enzyme. Bacterial and organellar examples (type I) differ from eukaroytic and archaeal (type II) examples in lacking a region of approximately 60 amino acids between the 4th and 5th cobalt-binding ligands. This model describes type I. The role of this protein in general is to produce the mature form of cytosolic proteins by removing the N-terminal methionine.																									
TIGR00183	4.225981384	-0.28166023	2.095537908	-0.134409513	0.893078759	0.999533006	Energy metabolism	TCA cycle	prok_nadp_idh	"isocitrate dehydrogenase, NADP-dependent, prokaryotic type"	icd	1.1.1.42	"Several NAD- or NADP-dependent dehydrogenases, including 3-isopropylmalate dehydrogenase, tartrate dehydrogenase, and the multimeric forms of isocitrate dehydrogenase, share a nucleotide binding domain unrelated to that of lactate dehydrogenase and its homologs. These enzymes dehydrogenate their substates at a H-C-OH site adjacent to a H-C-COOH site;  Prokaryotic NADP-dependent isocitrate dehydrogenases resemble their NAD-dependent counterparts and 3-isopropylmalate dehydrogenase (an NAD-dependent enzyme) more closely than they resemble eukaryotic NADP-dependent isocitrate dehydrogenases."																									
TIGR01146	11.97349178	-0.066922127	1.253545593	-0.053386273	0.957424142	0.999533006	Energy metabolism	ATP-proton motive force interconversion	ATPsyn_F1gamma	"ATP synthase, F1 gamma subunit"	atpG	3.6.3.14	This model describes the ATP synthase																									
TIGR00115	6.426291369	-3.623990748	2.396275738	-1.512342963	0.130446637	0.999533006	Protein fate	Protein folding and stabilization	tig	trigger factor	tig	5.2.1.8	"Trigger factor is a ribosome-associated molecular chaperone and is the first chaperone to interact with nascent polypeptide. Trigger factor can bind at the same time as the signal recognition particle (SRP), but is excluded by the SRP receptor (FtsY). The central domain of trigger factor has peptidyl-prolyl cis/trans isomerase activity. This protein is found in a single copy in virtually every bacterial genome."																									
TIGR00232	13.97291367	1.312977402	1.070065759	1.227006276	0.219820232	0.999533006	Energy metabolism	Pentose phosphate pathway	tktlase_bact	"transketolase, bacterial and yeast"	tkt	2.2.1.1	"This HMM is designed to capture orthologs of bacterial transketolases. The group includes two from the yeast Saccharomyces cerevisiae but excludes dihydroxyactetone synthases (formaldehyde transketolases) from various yeasts and the even more distant mammalian transketolases. Among the family of thiamine diphosphate-dependent enzymes that includes transketolases, dihydroxyacetone synthases, pyruvate dehydrogenase E1-beta subunits, and deoxyxylulose-5-phosphate synthases, mammalian and bacterial transketolases seem not to be orthologous."																									
TIGR01235	6.70900095	-3.754227826	2.392645083	-1.569070086	0.116631609	0.999533006	Energy metabolism	Glycolysis/gluconeogenesis	pyruv_carbox	pyruvate carboxylase	pyc	6.4.1.1	This enzyme plays a role in gluconeogensis but not glycolysis.																									
TIGR03025	7.233855279	-3.851762947	2.374407166	-1.62219985	0.104760564	0.999533006	NA	NA	EPS_sugtrans	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase	NA	NA	Members of this family are generally found near other genes involved in the biosynthesis of a variety of exopolysaccharides. Certain closely related transferase enzymes such as Sinorhizobium ExoY [9] and Lactococcus EpsD [10] lack the N-terminal domain and are not found by this model.																									
TIGR01979	11.32359758	-0.722113936	1.406607535	-0.51337272	0.607690625	0.999533006	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other	sufS	"cysteine desulfurases, SufSfamily"	sufS	NA	This model represents a subfamily of NifS-related cysteine desulfurases involved in FeS cluster formation needed for nitrogen fixation among other vital functions. Many cysteine desulfurases are also active as selenocysteine lyase and/or cysteine sulfinate desulfinase. This subfamily is associated with the six-gene SUF system described in E. coli and Erwinia as an FeS cluster formation system during oxidative stress. The active site Cys is this subfamily resembles GHHC with one or both His conserved.																									
TIGR02430	10.60235775	-0.618619528	1.413304307	-0.437711486	0.661595442	0.999533006	NA	NA	pcaF	3-oxoadipyl-CoA thiolase	pcaF	2.3.1.174	"Members of this family are designated beta-ketoadipyl CoA thiolase, an enzyme that acts at the end of pathways for the degradation of protocatechuate (from benzoate and related compounds) and of phenylacetic acid."																									
TIGR00362	5.862627688	-3.548931004	2.425343648	-1.463269342	0.143393693	0.999533006	DNA metabolism	"DNA replication, recombination, and repair"	DnaA	chromosomal replication initiator protein DnaA	dnaA	NA	"DnaA is involved in DNA biosynthesis; initiation of chromosome replication and can also be transcription regulator. The C-terminal of the family hits the pfam bacterial DnaA (bac_dnaA) domain family. For a review, see Kaguni (2006)."																									
TIGR03900	2.204859592	-2.188920234	2.958429296	-0.739892698	0.459365105	0.999533006	NA	NA	prc_long_Delta	"putative carboxyl-terminal-processing protease, deltaproteobacterial"	NA	3.4.21.-	"This model describes a multidomain protein of about 1070 residues, restricted to the order Myxococcales in the Deltaproteobacteria. Members contain a PDZ domain (PF00595), an S41 family peptidase domain (PF03572), and an SH3 domain (PF06347). A core region of this family, including PDZ and S41 regions, is described by TIGR00225, C-terminal processing peptidase, which recognizes the Prc protease. The species distribution of this family approximates that of largely Deltaproteobacterial C-terminal putative protein-sorting domain, TIGR03901, analogous to LPXTG and PEP-CTERM, but the co-occurrence may reflect shared restriction to the Myxococcales rather than a substrate/target relationship."																									
TIGR02956	4.453738953	-3.075828405	2.514294848	-1.223336399	0.221202665	0.999533006	Signal transduction	Two-component systems	TMAO_torS	TMAO reductase sytem sensor TorS	torS	2.7.13.3	"This protein, TorS, is part of a regulatory system for the torCAD operon that encodes the pterin molybdenum cofactor-containing enzyme trimethylamine-N-oxide (TMAO) reductase (TorA), a cognate chaperone (TorD), and a penta-haem cytochrome (TorC). TorS works together with the inducer-binding protein TorT and the response regulator TorR. TorS contains histidine kinase ATPase (PF02518), HAMP (PF00672), phosphoacceptor (PF00512), and phosphotransfer (PF01627) domains and a response regulator receiver domain (PF00072)."																									
