gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj							
TIGR00928	27.6474668	0.503841989	0.215088611	2.342485665	0.01915577	0.075043222	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	purB	adenylosuccinate lyase	purB	4.3.2.2	"This family consists of adenylosuccinate lyase, the enzyme that catalyzes step 8 in the purine biosynthesis pathway for de novo synthesis of IMP and also the final reaction in the two-step sequence from IMP to AMP."
TIGR03506	39.66874487	0.908172259	0.388364236	2.338454924	0.019363661	0.075597856	NA	NA	FlgEFG_subfam	flagellar hook-basal body protein	NA	NA	"This model encompasses three closely related flagellar proteins usually denoted FlgE, FlgF and FlgG."
TIGR00762	11.37308603	1.872856102	0.80266065	2.333309976	0.019631882	0.076383433	Unknown function	General	DegV	"EDD domain protein, DegV family"	NA	NA	This family of proteins is related to DegV of Bacillus subtilis
TIGR00136	79.19135077	-0.499366081	0.214470535	-2.328366841	0.019892633	0.077134699	Protein synthesis	tRNA and rRNA base modification	gidA	glucose-inhibited division protein A	gidA	NA	"GidA, the longer of two forms of GidA-related proteins, appears to be present in all complete eubacterial genomes so far, as well as Saccharomyces cerevisiae. A subset of these organisms have a closely related protein. GidA is absent in the Archaea. It appears to act with MnmE, in an alpha2/beta2 heterotetramer, in the 5-carboxymethylaminomethyl modification of uridine 34 in certain tRNAs. The shorter, related protein, previously called gid or gidA(S), is now called TrmFO (see model TIGR00137)."
TIGR00168	630.1006194	-0.277638436	0.119564103	-2.322088558	0.020228168	0.078169868	Protein synthesis	Translation factors	infC	translation initiation factor IF-3	infC	NA	"infC uses abnormal initiation codons such as AUA, AUC, and CUG which render its expression particularly sensitive to excess of its gene product IF-3 thereby regulating its own expression"
TIGR03800	16.68985004	1.348695834	0.583098885	2.312979613	0.02072376	0.079761109	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	PLP_synth_Pdx2	"pyridoxal 5-phosphate synthase, glutaminase subunit Pdx2
AU"	pdxT	2.6.-.-	"Pyridoxal 5-phosphate (PLP) is synthesized by the PdxA/PdxJ pathway in some species (mostly within the gamma subdivision of the proteobacteria) and by the Pdx1/Pdx2 pathway in most other organisms. This family describes Pdx2, the glutaminase subunit of the PLP synthase.
"
TIGR03303	62.66614226	0.708113327	0.306391826	2.311136485	0.020825317	0.079761109	Protein fate	Protein and peptide secretion and trafficking	OM_YaeT	"outer membrane protein assembly complex, YaeT protein"	yaeT	NA	"Members of this protein family are the YaeT protein of the YaeT/YfiO complex for assembling proteins into the outer membrane of Gram-negative bacteria. This protein is similar in sequence and function to a non-essential paralog, YtfM, that is also in the Omp85 family. Members of this family typically have five tandem copies of the surface antigen variable number repeat (PF07244), followed by an outer membrane beta-barrel domain (PF01103), while the YtfM family typically has a single PF07244 repeat."
TIGR03194	27.65590541	-1.160657051	0.502298312	-2.310692716	0.020849834	0.079761109	NA	NA	4hydrxCoA_A	"4-hydroxybenzoyl-CoA reductase, alpha subunit"	hcrA	1.3.7.9	"This model represents the largest chain, alpha, of the enzyme 4-hydroxybenzoyl-CoA reductase. In species capable of degrading various aromatic compounds by way of benzoyl-CoA, this enzyme can convert 4-hydroxybenzoyl-CoA to benzoyl-CoA."
TIGR03319	163.6042823	1.171726683	0.511018808	2.292922814	0.021852449	0.08331703	Transcription	Degradation of RNA	RNase_Y	ribonuclease Y	rny	3.1.-.-	"Members of this family are RNase Y, an endoribonuclease. The member from Bacillus subtilis, YmdA, has been shown to be involved in turnover of yitJ riboswitch."
TIGR00377	28.57927606	1.039807004	0.454725305	2.286670639	0.022215055	0.083542808	Regulatory functions	Protein interactions	ant_ant_sig	anti-anti-sigma factor	NA	NA	"This superfamily includes small (105-125 residue) proteins related to SpoIIAA of Bacillus subtilis, an anti-anti-sigma factor. SpoIIAA can bind to and inhibit the anti-sigma F factor SpoIIAB. Also, it can be phosphorylated by SpoIIAB on a Ser residue at position 59 of the seed alignment. A similar arrangement is inferred for RsbV, an anti-anti-sigma factor for sigma B. This Ser is fairly well conserved within a motif resembling MXS[STA]G[VIL]X[VIL][VILF] among homologous known or predicted anti-anti-sigma factors. Regions similar to SpoIIAA and apparently homologous, but differing considerably near the phosphorlated Ser of SpoIIAA, appear in a single copy in several longer proteins, but score below the trusted cutoff currently set for this superfamily HMM."
TIGR01553	53.13037794	-0.824652819	0.360463548	-2.287756482	0.022151706	0.083542808	Energy metabolism	Electron transport	formate-DH-alph	formate dehydrogenase-N alpha subunit	fdnG	1.1.5.6	"This HMM describes a subset of formate dehydrogenase alpha chains found mainly in proteobacteria but also in Aquifex. The enzyme catalyzes the oxidation of formate (produced from pyruvate during anaerobic growth) to carbon dioxide with the concomitant release of two electrons and two protons. In E. coli and Salmonella, there are two forms of the formate dehydrogenase, one induced by nitrate which is strictly anaerobic (fdn), and one incuced during the transition from aerobic to anaerobic growth (fdo). This model is well-defined, with a large, unpopulated trusted/noise gap."
TIGR01389	66.8726732	-0.876004723	0.383258032	-2.285678709	0.022273062	0.083542808	DNA metabolism	"DNA replication, recombination, and repair"	recQ	ATP-dependent DNA helicase RecQ	recQ	3.6.4.12	"The ATP-dependent DNA helicase RecQ of E. coli is about 600 residues long. This model represents bacterial proteins with a high degree of similarity in domain architecture and in primary sequence to E. coli RecQ. The model excludes eukaryotic and archaeal proteins with RecQ-like regions, as well as more distantly related bacterial helicases related to RecQ."
TIGR02524	12.41371517	-0.916533715	0.401004785	-2.285592964	0.022278082	0.083542808	NA	NA	dot_icm_DotB	Dot/Icm secretion system ATPase DotB	dotB	NA	"Members of this protein family are the DotB component of Dot/Icm secretion systems, as found in obligate intracellular pathogens Legionella pneumophila and Coxiella burnetii. While this system resembles type IV secretion systems and has been called a form of type IV, the liturature now seems to favor calling this the Dot/Icm system. This family is most closely related to TraJ proteins of plasmid transfer, rather than to proteins of other type IV secretion systems."
TIGR01043	11.11847119	-0.985885349	0.430672523	-2.289176337	0.022069109	0.083542808	Energy metabolism	ATP-proton motive force interconversion	ATP_syn_A_arch	"ATP synthase archaeal, A subunit"	NA	3.6.3.14	Archaeal ATP synthase shares extensive sequence similarity with eukaryotic and prokaryotic V-type (H+)-ATPases.
TIGR02161	21.7368742	-3.179039216	1.393708177	-2.280993445	0.022548835	0.084280891	NA	NA	napC_nirT	"periplasmic nitrate (or nitrite) reductase c-type cytochrome, NapC/NirT family"	NA	NA	"Nearly every member of this subfamily is NapC, a predicted membrane-anchored four-heme c-type cytochrome that forms one component of the periplasmic nitrate reductase along with NapA, NapB, NapD, NapE, and NapF subunits. A single known exception at this time is NirT, which is instead a component of a nitrite reductase. This family excludes TorC subunits of trimethylamine N-oxide (TMAO) reductases."
TIGR03118	13.69605868	-0.902903764	0.396253916	-2.278598969	0.022690915	0.084534782	Hypothetical proteins	Conserved	PEPCTERM_chp_1	TIGR03118 family protein	NA	NA	"This model describes and uncharacterized conserved hypothetical protein. Members are found with the C-terminal putative exosortase interaction domain, PEP-CTERM, in Nitrosospira multiformis, Rhodoferax ferrireducens, Solibacter usitatus Ellin6076, and Acidobacteria bacterium Ellin345. It is found without the PEP-CTERM domain in several other species, including Burkholderia ambifaria, Gloeobacter violaceus PCC 7421, and three copies in the Acanthamoeba polyphaga mimivirus."
TIGR02712	90.13164229	0.465624209	0.205270576	2.268343659	0.023308269	0.086551878	Central intermediary metabolism	Nitrogen metabolism	urea_carbox	urea carboxylase	uca	6.3.4.6	"Members of this family are ATP-dependent urea carboxylase, including characterized members from Oleomonas sagaranensis (alpha class Proteobacterium) and yeasts such as Saccharomyces cerevisiae. The allophanate hydrolase domain of the yeast enzyme is not included in this model and is represented by an adjacent gene in Oleomonas sagaranensis. The fusion of urea carboxylase and allophanate hydrolase is designated urea amidolyase. The enzyme from Oleomonas sagaranensis was shown to be highly active on acetamide and formamide as well as urea."
TIGR03412	13.1135364	0.869227524	0.386227758	2.250556842	0.02441362	0.090362098	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other	iscX_yfhJ	FeS assembly protein IscX	iscX	NA	"Members of this protein family are YfhJ, a protein of the ISC system for iron-sulfur cluster assembly. Other genes in the system include iscSUA, hscBA, and fdx."
TIGR01730	74.13658808	-0.825470336	0.366992123	-2.249286251	0.02449429	0.090367283	Transport and binding proteins	Unknown substrate	RND_mfp	"RND family efflux transporter, MFP subunit"	NA	NA	"This HMM represents the MFP (membrane fusion protein) component of the RND family of transporters. RND refers to Resistance, Nodulation, and cell Division. It is, in part, a subfamily of PF00529 (Pfam release 7.5) but hits substantial numbers of proteins missed by that HMM."
TIGR02488	34.7239418	0.937317694	0.416952152	2.248022198	0.024574774	0.090371751	Cellular processes	Chemotaxis and motility	flgG_G_neg	"flagellar basal-body rod protein FlgG, Gram-negative bacteria"	flgG	NA	This family consists of the FlgG protein of the flagellar apparatus in the Proteobacteria and spirochetes.
TIGR03265	249.6486296	0.414863063	0.185074348	2.241602189	0.024987094	0.091578216	Transport and binding proteins	"Amino acids, peptides and amines"	PhnT2	"putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein"	NA	NA	This ABC transporter ATP-binding protein is found in a number of genomes in operon-like contexts strongly suggesting a substrate specificity for 2-aminoethylphosphonate (2-AEP).
TIGR02341	19.09130504	-0.861529598	0.38453891	-2.240422427	0.025063512	0.091578216	NA	NA	chap_CCT_beta	"T-complex protein 1, beta subunit"	NA	NA	"Members of this family, all eukaryotic, are part of the group II chaperonin complex called CCT (chaperonin containing TCP-1) or TRiC. The archaeal equivalent group II chaperonin is often called the thermosome. Both are somewhat related to the group I chaperonin of bacterial, GroEL/GroES. This family consists exclusively of the CCT beta chain (part of a paralogous family) from animals, plants, fungi, and other eukaryotes."
TIGR03341	28.18464053	1.668701762	0.747656445	2.231909819	0.025620924	0.092348058	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other	YhgI_GntY	IscR-regulated protein YhgI	yhgI	NA	"IscR (TIGR02010) is an iron-sulfur cluster-binding transcriptional regulator (see Genome Property GenProp0138). Members of this protein family include YhgI, whose expression is under control of IscR, and show sequence similarity to IscA, a known protein of iron-sulfur cluster biosynthesis. These two lines of evidence strongly suggest a role as an iron-sulfur cluster biosynthesis protein. An older study designated this protein GntY and suggested a role for it and for the product of an adjacent gene, based on complementation studies, in gluconate utilization."
