	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj																															
TIGR02176	11.35178923	-1.055029844	0.56478635	-1.868015832	0.061759864	0.153386096	NA	NA	pyruv_ox_red	"pyruvate:ferredoxin (flavodoxin) oxidoreductase, homodimeric"	nifJ	1.2.7.1	This model represents a single chain form of pyruvate:ferredoxin (or flavodoxin) oxidoreductase. This enzyme may transfer electrons to nitrogenase in nitrogen-fixing species. Portions of this protein are homologous to gamma subunit of the four subunit pyruvate:ferredoxin (flavodoxin) oxidoreductase.																								
TIGR00019	147.8985223	-0.236663956	0.18694076	-1.265983702	0.205518917	0.372512427	Protein synthesis	Translation factors	prfA	peptide chain release factor 1	prfA	NA	"This HMM describes peptide chain release factor 1 (PrfA, RF-1), and excludes the related peptide chain release factor 2 (PrfB, RF-2). RF-1 helps recognize and terminate translation at UAA and UAG stop codons. The mitochondrial release factors are prfA-like, although not included above the trusted cutoff for this model. RF-1 does not have a translational frameshift."																								
TIGR01532	216.642304	0.483176279	0.341888641	1.413256308	0.157580376	0.312223055	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	E4PD_g-proteo	erythrose-4-phosphate dehydrogenase	epd	1.2.1.72	"This HMM represents the small clade of dehydrogenases in gamma-proteobacteria which utilize NAD+ to oxidize erythrose-4-phosphate (E4P) to 4-phospho-erythronate, a precursor for the de novo synthesis of pyridoxine Accordingly, this model is very close to the corresponding models for GAPDH, and those sequences which hit above trusted here invariably hit between trusted and noise to the GAPDH model (TIGR01534)."																								
TIGR01957	176.1487621	-0.214367788	0.252935244	-0.847520433	0.396705103	0.578787974	Energy metabolism	Electron transport	nuoB_fam	"NADH-quinone oxidoreductase, B subunit"	NA	NA	This HMM describes the B chain of complexes that resemble																								
TIGR01151	39.09795648	-6.151372847	2.138823958	-2.876053835	NA	NA	Energy metabolism	Electron transport	psbA	"photosystem II, DI subunit (also called Q(B))"	psbA	1.10.3.9	"This model describes the Photosystem II, DI subunit (also called Q(B)) in bacterial and its equivalents in chloroplast of algae and higher plants. Photosystem II is many ways functionally equivalent to bacterial reaction center. At the core of Photosystem II are several light harvesting cofactors including plastoquinones, pheophytins, phyloquinones etc. These cofactors are intimately associated with the polypeptides, which principally including subunits DI, DII, Cyt.b, Cyt.f and iron-sulphur protein. Together they participate in the electron transfer reactions that lead to the net production of the reducting equivalents in the form of NADPH, which are used for reduction of CO2 to carbohydrates(C6H1206). Phosystem II operates during oxygenic photosynthesis and principal electron donor is H2O. Although no structural data is presently available, a huge body of literature exits that describes function using a variety of biochemical and biophysical techniques."																								
TIGR02011	144.1816961	-0.015949433	0.256072561	-0.062284817	0.950336019	0.977027673	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other	IscA	iron-sulfur cluster assembly protein IscA	iscA	NA	This HMM represents the IscA component of the ISC system for iron-sulfur cluster assembly. This clade is limited to the proteobacteria.																								
TIGR02843	266.5850886	0.258428371	0.385132703	0.671011237	0.502213371	0.671392434	Energy metabolism	Electron transport	CyoB	"cytochrome o ubiquinol oxidase, subunit I"	cyoB	1.10.3.-	"Cytochrome o terminal oxidase complex is the component of the aerobic respiratory chain which reacts with oxygen, reducing it to water with the concomitant transport of 4 protons across the membrane."																								
TIGR00202	305.3064245	2.246890609	0.515920192	4.355112756	1.33E-05	0.000198623	Energy metabolism	Glycolysis/gluconeogenesis	csrA	carbon storage regulator (csrA)	csrA	NA	Modulates the expression of genes in the glycogen biosynthesis and gluconeogenesis pathways by accelerating the 5-to-3 degradation of these transcripts through selective RNA binding. The N-terminal end of the sequence (AA 11-45) contains the KH motif which is characteristic of a set of RNA-binding proteins.																								
TIGR00631	179.4368363	0.100657567	0.20244988	0.497197465	0.619049809	0.764856918	DNA metabolism	"DNA replication, recombination, and repair"	uvrb	"excinuclease ABC, B subunit"	uvrB	3.1.25.-	All proteins in this family for wich functions are known are DNA helicases that function in the																								
TIGR01800	175.5321235	0.628039086	0.218403434	2.875591626	0.004032711	0.01868215	NA	NA	cit_synth_II	2-methylcitrate synthase/citrate synthase II	NA	NA	"Members of this family are dimeric enzymes with activity as 2-methylcitrate synthase, citrate synthase, or both. Many Gram-negative species have a hexameric citrate synthase, termed citrate synthase I (TIGR01798). Members of this family (TIGR01800) appear as a second citrate synthase isozyme but typically are associated with propionate metabolism and synthesize 2-methylcitrate from propionyl-CoA; citrate synthase activity may be incidental. A number of species, including Thermoplasma acidophilum, Pyrococcus furiosus, and the Antarctic bacterium DS2-3R have a bifunctional member of this family as the only citrate synthase isozyme."																								
TIGR00401	169.5149445	0.054584841	0.233279473	0.233989043	0.814993485	0.909555168	Cellular processes	Adaptations to atypical conditions	msrA	methionine-S-sulfoxide reductase	msrA	1.8.4.11	"This HMM describes peptide methionine sulfoxide reductase (MsrA), a repair enzyme for proteins that have been inactivated by oxidation. The enzyme from E. coli is coextensive with this model and has enzymatic activity. However, in all completed genomes in which this module is present, a second protein module, described in TIGR00357, is also found, and in several cases as part of the same polypeptide chain: N-terminal to this module in Helicobacter pylori and Haemophilus influenzae (as in"																								
TIGR02034	238.661257	-0.535864844	0.341639736	-1.568508541	0.116762498	0.252911137	Central intermediary metabolism	Sulfur metabolism	CysN	"sulfate adenylyltransferase, large subunit"	cysN	2.7.7.4	"Metabolic assimilation of sulfur from inorganic sulfate, requires sulfate activation by coupling to a nucleoside, for the production of high-energy nucleoside phosphosulfates. This pathway appears to be similar in all prokaryotic organisms. Activation is first achieved through sulfation of sulfate with ATP by sulfate adenylyltransferase (ATP sulfurylase) to produce 5-phosphosulfate (APS), coupled by GTP hydrolysis. Subsequently, APS is phosphorylated by an APS kinase to produce 3-phosphoadenosine-5-phosphosulfate (PAPS) [1].
CC"																								
TIGR03680	189.8131753	-0.25596068	0.261360194	-0.979340717	0.327411658	0.5099164	NA	NA	eif2g_arch	translation initiation factor 2 subunit gamma	eif2g	NA	This model represents the archaeal translation initiation factor 2 subunit gamma and is found in all known archaea. eIF-2 functions in the early steps of protein synthesis by forming a ternary complex with GTP and initiator tRNA.																								
TIGR00086	54.18605203	-0.14090529	0.233998709	-0.60216268	0.547065855	0.712210265	Protein synthesis	Other	smpB	SsrA-binding protein	smpB	NA	"This model describes the SsrA-binding protein, also called tmRNA binding protein, small protein B, and SmpB. The small, stable RNA SsrA (also called tmRNA or 10Sa RNA) recognizes stalled ribosomes such as occur during translation from message that lacks a stop codon. It becomes charged with Ala like a tRNA, then acts as mRNA to resume translation started with the defective mRNA. The short C-terminal peptide tag added by the SsrA system marks the abortively translated protein for degradation. SmpB binds SsrA after its aminoacylation but before the coupling of the Ala to the nascent polypeptide chain and is an essential part of the SsrA peptide tagging system. SmpB has been associated with the survival of bacterial pathogens in conditions of stress. It is universal in the first 100 sequenced bacterial genomes."																								
TIGR02882	227.9707666	-0.013153481	0.296712128	-0.044330784	0.964640733	0.982460122	Energy metabolism	Electron transport	QoxB	"cytochrome aa3 quinol oxidase, subunit I"	qoxB	1.10.3.-	"This family (QoxB) encodes subunit I of the aa3-type quinone oxidase, one of several bacterial terminal oxidases [1]."																								
TIGR00170	200.5892308	-0.122988125	0.18486184	-0.665297528	0.505860212	0.67388655	Amino acid biosynthesis	Pyruvate family	leuC	"3-isopropylmalate dehydratase, large subunit"	leuC	"Members of this family are 3-isopropylmalate dehydratase, large subunit, or the large subunit domain of single-chain forms. Homoaconitase, aconitase, and 3-isopropylmalate dehydratase have similar overall structures. All are dehydratases (EC 4.2.1.-) and bind a Fe-4S iron-sulfur cluster."	"Members of this family are 3-isopropylmalate dehydratase, large subunit, or the large subunit domain of single-chain forms. Homoaconitase, aconitase, and 3-isopropylmalate dehydratase have similar overall structures. All are dehydratases (EC 4.2.1.-) and bind a Fe-4S iron-sulfur cluster. Several pairs of archaeal proteins resemble the leuC and leuD pair in length and sequence but even more closely resemble the respective domains of homoaconitase, and their identity is uncertain. These homologs are now described by a separate model of subfamily (rather than equivalog) homology type, and the priors and cutoffs for this model have been changed to focus this equivalog family more narrowly."																								
TIGR01472	240.4165116	-0.000986246	0.307065721	-0.003211841	0.997437326	0.997437326	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	gmd	"GDP-mannose 4,6-dehydratase"	gmd	4.2.1.47	"Alternate name: GDP-D-mannose dehydratase. This enzyme converts GDP-mannose to GDP-4-dehydro-6-deoxy-D-mannose, the first of three steps for the conversion of GDP-mannose to GDP-fucose in animals, plants, and bacteria. In bacteria, GDP-L-fucose acts as a precursor of surface antigens such as the extracellular polysaccharide colanic acid of E. coli. Excluded from this model are members of the clade that score poorly because of highly dervied (phylogenetically long-branch) sequences, e.g. Aneurinibacillus thermoaerophilus Gmd, described as a bifunctional GDP-mannose 4,6-dehydratase/GDP-6-deoxy-D-lyxo-4-hexulose reductase (PUBMED:11096116)."																								
TIGR02980	128.856371	0.283916756	0.319900934	0.887514621	0.374801898	0.559001517	NA	NA	SigBFG	"RNA polymerase sigma-70 factor, sigma-B/F/G subfamily"	NA	NA	"This group of similar sigma-70 factors includes clades found in Bacilli (including the sporulation factors SigF:TIGR02885 and SigG:TIGR02850 as well as SigB:TIGR02941), and the high GC gram positive bacteria (Actinobacteria) where a variable number of them are found depending on the lineage."																								
